IE_NAME|IE_ACTIVE|IE_PREVIEW_PICTURE|IE_PREVIEW_TEXT|IE_PREVIEW_TEXT_TYPE|IE_DETAIL_PICTURE|IE_DETAIL_TEXT|IE_DETAIL_TEXT_TYPE|IE_CODE|IP_PROP265|IP_PROP266|IP_PROP54|IP_PROP55|IP_PROP268|IP_PROP59|IP_PROP74|IP_PROP294|IP_PROP60|IP_PROP272|IP_PROP273|IP_PROP274|IP_PROP275|IP_PROP276|IP_PROP63|IP_PROP277|IP_PROP278|IP_PROP279|IP_PROP280|IP_PROP281|IP_PROP282|IP_PROP283|IP_PROP284|IP_PROP285|IP_PROP286|IP_PROP287|IP_PROP288|IP_PROP289|IP_PROP290|IP_PROP291|IP_PROP292|IP_PROP293|IP_PROP77|IP_PROP294|IP_PROP295|IP_PROP296|IP_PROP297|IP_PROP298|IP_PROP299|IP_PROP300|IP_PROP301|IP_PROP302|IP_PROP303|IP_PROP304|IP_PROP305|IP_PROP306|IP_PROP307|IP_PROP308|IP_PROP309|IP_PROP311|IP_PROP312|IP_PROP313|IP_PROP314|IP_PROP315|IP_PROP316|IP_PROP317|IP_PROP318|IP_PROP319|IP_PROP320|IP_PROP321|IP_PROP322|IP_PROP323|IP_PROP324|IP_PROP325|IP_PROP326|IP_PROP327|IP_PROP328|IP_PROP329|IP_PROP330|IP_PROP331|IP_PROP332|IP_PROP333|IP_PROP334|IP_PROP335|CP_QUANTITY|CV_PRICE_1|CV_CURRENCY_1
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/8e0/8a8038v7fos7m3qc1lg58h4f4in6wa42.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/eb1/mxcawm8xsv3yfud647u0tstvtpbkfjra.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/8e0/8a8038v7fos7m3qc1lg58h4f4in6wa42.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/eb1/mxcawm8xsv3yfud647u0tstvtpbkfjra.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/8e0/8a8038v7fos7m3qc1lg58h4f4in6wa42.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-R70-3W|Y|/upload/iblock/884/qd4v2k26839qt24fk9rd9i89qqokrqfg.jpg||text|/upload/iblock/ffb/duhdm65tr7g46wqtjgd6w4f7mua8nmfd.jpg|"Светодиодный встраиваемый круглый светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, черный или белый алюминий. Питание AC230V, мощность 3Вт. Размеры DxH 70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-r70-3w||||||/upload/iblock/eb1/mxcawm8xsv3yfud647u0tstvtpbkfjra.jpg|025737, 031166|6723|Россия|||3 года|||[TEXT]|5966.64|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||d70x97||||||||||||||||||70||97|||||||||||||||||||1|5966.64|RUB
Светильник LT-GAP-S70x70-3W|Y|/upload/iblock/a5f/4ovhfeso6el6apkzb3o3v0rnhu5s3uuq.jpg||text|/upload/iblock/48d/bhfgu8p9tsk3u48a5x2s2nl8c27umfjf.jpg|"Светодиодный встраиваемый квадратный светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, белый или черный алюминий. Питание AC230V, мощность 3Вт. Размеры LxWxH 70x70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-s70x70-3w||||||/upload/iblock/b26/cfd79b8l4csa7pxempisov3axziag0i2.jpg|025738, 031167|6723|Россия|||3 года|||[TEXT]|6355.42|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||70х70х97||||||||||||||||||70|70|97|||||||||||||||||||1|6355.42|RUB
Светильник LT-GAP-S70x70-3W|Y|/upload/iblock/a5f/4ovhfeso6el6apkzb3o3v0rnhu5s3uuq.jpg||text|/upload/iblock/48d/bhfgu8p9tsk3u48a5x2s2nl8c27umfjf.jpg|"Светодиодный встраиваемый квадратный светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, белый или черный алюминий. Питание AC230V, мощность 3Вт. Размеры LxWxH 70x70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-s70x70-3w||||||/upload/iblock/c3a/9sw9y5tkq9qvjo09ke5fkig7db0x6wfl.jpg|025738, 031167|6723|Россия|||3 года|||[TEXT]|6355.42|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||70х70х97||||||||||||||||||70|70|97|||||||||||||||||||1|6355.42|RUB
Светильник LT-GAP-S70x70-3W|Y|/upload/iblock/a5f/4ovhfeso6el6apkzb3o3v0rnhu5s3uuq.jpg||text|/upload/iblock/48d/bhfgu8p9tsk3u48a5x2s2nl8c27umfjf.jpg|"Светодиодный встраиваемый квадратный светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, белый или черный алюминий. Питание AC230V, мощность 3Вт. Размеры LxWxH 70x70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-s70x70-3w||||||/upload/iblock/b26/cfd79b8l4csa7pxempisov3axziag0i2.jpg|025738, 031167|6723|Россия|||3 года|||[TEXT]|6355.42|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||70х70х97||||||||||||||||||70|70|97|||||||||||||||||||1|6355.42|RUB
Светильник LT-GAP-S70x70-3W|Y|/upload/iblock/a5f/4ovhfeso6el6apkzb3o3v0rnhu5s3uuq.jpg||text|/upload/iblock/48d/bhfgu8p9tsk3u48a5x2s2nl8c27umfjf.jpg|"Светодиодный встраиваемый квадратный светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, белый или черный алюминий. Питание AC230V, мощность 3Вт. Размеры LxWxH 70x70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-s70x70-3w||||||/upload/iblock/c3a/9sw9y5tkq9qvjo09ke5fkig7db0x6wfl.jpg|025738, 031167|6723|Россия|||3 года|||[TEXT]|6355.42|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||70х70х97||||||||||||||||||70|70|97|||||||||||||||||||1|6355.42|RUB
Светильник LT-GAP-S70x70-3W|Y|/upload/iblock/a5f/4ovhfeso6el6apkzb3o3v0rnhu5s3uuq.jpg||text|/upload/iblock/48d/bhfgu8p9tsk3u48a5x2s2nl8c27umfjf.jpg|"Светодиодный встраиваемый квадратный светильник для стен, лестниц, 3Вт. Цвет ТЕПЛЫЙ 3000К, световой поток 120лм, угол 30°, CRI>80. Влагозащищенный корпус IP65, белый или черный алюминий. Питание AC230V, мощность 3Вт. Размеры LxWxH 70x70x97мм (закладная часть O62x95мм).<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначен для локального освещения лестниц, стен, проходов, для применения в интерьерном и архитектурном освещении. </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Встраиваемый светильник имеет оригинальный стильный дизайн корпуса.&nbsp;</li> 
        <li>Узкий световой луч (30°) направлен вниз, идеально подходит для локального освещения лестниц, проходов, коридоров.&nbsp;</li>
	<li>Влагозащищенный корпус (IP65) позволяет использовать светильник на открытом воздухе под навесом.&nbsp;</li>
        <li>Снабжен драйвером для подключения к сети переменного тока 230 В.&nbsp;</li>
        <li>Предусмотрено два варианта лицевой панели корпуса: квадрат и круг.&nbsp;</li>
</ul>"|html|svetilnik-lt-gap-s70x70-3w||||||/upload/iblock/b26/cfd79b8l4csa7pxempisov3axziag0i2.jpg|025738, 031167|6723|Россия|||3 года|||[TEXT]|6355.42|3|230|50||120||3000| CRI >80|-40… +60 °C|30°|65||I|||Встраиваемый|0.371, 0.387|||70х70х97||||||||||||||||||70|70|97|||||||||||||||||||1|6355.42|RUB
